,person,data_set,data_store,data_size,query,trial,response_time
370,Tjerk,arrest_db,relational,110000,4,7,562.495231628418
371,Tjerk,arrest_db,relational,110000,4,8,564.4979476928711
372,Tjerk,arrest_db,relational,110000,4,9,553.4853935241699
373,Tjerk,arrest_db,relational,110000,4,10,562.4954700469971
374,Tjerk,arrest_db,relational,110000,5,1,184.80324745178223
375,Tjerk,arrest_db,relational,110000,5,2,186.50031089782715
376,Tjerk,arrest_db,relational,110000,5,3,183.243989944458
377,Tjerk,arrest_db,relational,110000,5,4,185.50348281860352
378,Tjerk,arrest_db,relational,110000,5,5,182.511568069458
379,Tjerk,arrest_db,relational,110000,5,6,181.96606636047363
380,Tjerk,arrest_db,relational,110000,5,7,181.51450157165527
381,Tjerk,arrest_db,relational,110000,5,8,188.48824501037598
382,Tjerk,arrest_db,relational,110000,5,9,188.4901523590088
383,Tjerk,arrest_db,relational,110000,5,10,192.51751899719238
384,Tjerk,arrest_db,relational,110000,6,1,494.68207359313965
385,Tjerk,arrest_db,relational,110000,6,2,81.77947998046875
386,Tjerk,arrest_db,relational,110000,6,3,81.78162574768066
387,Tjerk,arrest_db,relational,110000,6,4,55.84430694580078
388,Tjerk,arrest_db,relational,110000,6,5,53.853511810302734
389,Tjerk,arrest_db,relational,110000,6,6,55.85050582885742
390,Tjerk,arrest_db,relational,110000,6,7,53.856611251831055
391,Tjerk,arrest_db,relational,110000,6,8,55.83548545837402
392,Tjerk,arrest_db,relational,110000,6,9,52.8569221496582
393,Tjerk,arrest_db,relational,110000,6,10,54.85343933105469
394,Tjerk,arrest_db,relational,110000,7,1,85.7698917388916
395,Tjerk,arrest_db,relational,110000,7,2,84.77258682250977
396,Tjerk,arrest_db,relational,110000,7,3,82.79800415039062
397,Tjerk,arrest_db,relational,110000,7,4,83.79673957824707
398,Tjerk,arrest_db,relational,110000,7,5,86.74454689025879
399,Tjerk,arrest_db,relational,110000,7,6,84.77115631103516
400,Tjerk,arrest_db,relational,110000,7,7,83.77814292907715
401,Tjerk,arrest_db,relational,110000,7,8,85.80613136291504
402,Tjerk,arrest_db,relational,110000,7,9,83.77695083618164
403,Tjerk,arrest_db,relational,110000,7,10,82.77606964111328
404,Tjerk,arrest_db,relational,110000,8,1,288.2249355316162
405,Tjerk,arrest_db,relational,110000,8,2,293.2167053222656
406,Tjerk,arrest_db,relational,110000,8,3,306.1811923980713
407,Tjerk,arrest_db,relational,110000,8,4,301.2068271636963
408,Tjerk,arrest_db,relational,110000,8,5,291.2120819091797
409,Tjerk,arrest_db,relational,110000,8,6,292.2172546386719
410,Tjerk,arrest_db,relational,110000,8,7,291.243314743042
411,Tjerk,arrest_db,relational,110000,8,8,292.2196388244629
412,Tjerk,arrest_db,relational,110000,8,9,293.2140827178955
413,Tjerk,arrest_db,relational,110000,8,10,293.24889183044434
414,Tjerk,arrest_db,relational,110000,9,1,67.85249710083008
415,Tjerk,arrest_db,relational,110000,9,2,62.865257263183594
416,Tjerk,arrest_db,relational,110000,9,3,61.86795234680176
417,Tjerk,arrest_db,relational,110000,9,4,64.86201286315918
418,Tjerk,arrest_db,relational,110000,9,5,61.86842918395996
419,Tjerk,arrest_db,relational,110000,9,6,62.86501884460449
420,Tjerk,arrest_db,relational,110000,9,7,61.83362007141113
421,Tjerk,arrest_db,relational,110000,9,8,64.82625007629395
422,Tjerk,arrest_db,relational,110000,9,9,62.867164611816406
423,Tjerk,arrest_db,relational,110000,9,10,62.83402442932129
424,Tjerk,arrest_db,relational,110000,10,1,11.003255844116211
425,Tjerk,arrest_db,relational,110000,10,2,12.021780014038086
426,Tjerk,arrest_db,relational,110000,10,3,11.024951934814453
427,Tjerk,arrest_db,relational,110000,10,4,11.025428771972656
428,Tjerk,arrest_db,relational,110000,10,5,12.021780014038086
429,Tjerk,arrest_db,relational,110000,10,6,11.966466903686523
430,Tjerk,arrest_db,relational,110000,10,7,11.02900505065918
431,Tjerk,arrest_db,relational,110000,10,8,11.016130447387695
432,Tjerk,arrest_db,relational,110000,10,9,11.987447738647461
433,Tjerk,arrest_db,relational,110000,10,10,12.016773223876953
