,person,data_set,data_store,data_size,query,trial,response_time
340,felix,arrest_db,relational,110000,1,7,60.7447624206543
341,felix,arrest_db,relational,110000,1,8,58.40325355529785
342,felix,arrest_db,relational,110000,1,9,59.65304374694824
343,felix,arrest_db,relational,110000,1,10,59.816837310791016
344,felix,arrest_db,relational,110000,2,1,142.561674118042
345,felix,arrest_db,relational,110000,2,2,143.72706413269043
346,felix,arrest_db,relational,110000,2,3,145.08795738220215
347,felix,arrest_db,relational,110000,2,4,142.84706115722656
348,felix,arrest_db,relational,110000,2,5,142.54283905029297
349,felix,arrest_db,relational,110000,2,6,140.22493362426758
350,felix,arrest_db,relational,110000,2,7,146.44289016723633
351,felix,arrest_db,relational,110000,2,8,143.54681968688965
352,felix,arrest_db,relational,110000,2,9,140.8407688140869
353,felix,arrest_db,relational,110000,2,10,141.9081687927246
354,felix,arrest_db,relational,110000,3,1,56.18405342102051
355,felix,arrest_db,relational,110000,3,2,55.18007278442383
356,felix,arrest_db,relational,110000,3,3,54.68106269836426
357,felix,arrest_db,relational,110000,3,4,54.208993911743164
358,felix,arrest_db,relational,110000,3,5,54.16989326477051
359,felix,arrest_db,relational,110000,3,6,54.85892295837402
360,felix,arrest_db,relational,110000,3,7,53.83586883544922
361,felix,arrest_db,relational,110000,3,8,54.10504341125488
362,felix,arrest_db,relational,110000,3,9,54.40688133239746
363,felix,arrest_db,relational,110000,3,10,54.3060302734375
364,felix,arrest_db,relational,110000,4,1,229.76374626159668
365,felix,arrest_db,relational,110000,4,2,221.51589393615723
366,felix,arrest_db,relational,110000,4,3,228.43217849731445
367,felix,arrest_db,relational,110000,4,4,232.1927547454834
368,felix,arrest_db,relational,110000,4,5,229.55584526062012
369,felix,arrest_db,relational,110000,4,6,229.29930686950684
370,felix,arrest_db,relational,110000,4,7,230.12590408325195
371,felix,arrest_db,relational,110000,4,8,224.81107711791992
372,felix,arrest_db,relational,110000,4,9,229.15911674499512
373,felix,arrest_db,relational,110000,4,10,229.56323623657227
374,felix,arrest_db,relational,110000,5,1,291.71276092529297
375,felix,arrest_db,relational,110000,5,2,297.47819900512695
376,felix,arrest_db,relational,110000,5,3,294.30699348449707
377,felix,arrest_db,relational,110000,5,4,300.42076110839844
378,felix,arrest_db,relational,110000,5,5,299.58415031433105
379,felix,arrest_db,relational,110000,5,6,295.65882682800293
380,felix,arrest_db,relational,110000,5,7,295.5770492553711
381,felix,arrest_db,relational,110000,5,8,299.2367744445801
382,felix,arrest_db,relational,110000,5,9,296.89598083496094
383,felix,arrest_db,relational,110000,5,10,293.09582710266113
384,felix,arrest_db,relational,110000,6,1,106.92930221557617
385,felix,arrest_db,relational,110000,6,2,102.03313827514648
386,felix,arrest_db,relational,110000,6,3,104.04729843139648
387,felix,arrest_db,relational,110000,6,4,106.7657470703125
388,felix,arrest_db,relational,110000,6,5,105.35693168640137
389,felix,arrest_db,relational,110000,6,6,105.26013374328613
390,felix,arrest_db,relational,110000,6,7,104.43997383117676
